"","OCCUR_DATE","OCCUR_TIME","BORO","LOC_OF_OCCUR_DESC","PRECINCT","JURISDICTION_CODE","LOC_CLASSFCTN_DESC","LOCATION_DESC","STATISTICAL_MURDER_FLAG","PERP_AGE_GROUP","PERP_SEX","PERP_RACE","VIC_AGE_GROUP","VIC_SEX","VIC_RACE"
"24140",2009-02-25,41520,"QUEENS",NA,106,0,NA,"PVT HOUSE",FALSE,"25-44","M","BLACK","25-44","F","BLACK"
"24141",2011-02-05,72180,"MANHATTAN",NA,34,0,NA,"GROCERY/BODEGA",TRUE,NA,NA,NA,"25-44","M","WHITE HISPANIC"
"24142",2012-07-24,5100,"QUEENS",NA,113,0,NA,NA,TRUE,NA,NA,NA,"18-24","M","BLACK"
"24143",2014-12-08,58500,"BRONX",NA,42,0,NA,NA,FALSE,NA,NA,NA,"25-44","M","BLACK"
"24144",2018-04-05,78120,"BROOKLYN",NA,67,0,NA,NA,FALSE,NA,NA,NA,"25-44","M","BLACK HISPANIC"
"24145",2020-07-05,9720,"MANHATTAN",NA,28,0,NA,NA,TRUE,NA,NA,NA,"18-24","M","BLACK"
"24146",2014-12-22,72000,"BROOKLYN",NA,60,0,NA,NA,FALSE,NA,NA,NA,"18-24","M","WHITE"
"24147",2015-11-25,73080,"BRONX",NA,44,0,NA,NA,FALSE,"<18","M","WHITE HISPANIC","<18","M","BLACK"
"24148",2018-05-27,2700,"BROOKLYN",NA,67,0,NA,NA,FALSE,NA,NA,NA,"18-24","M","BLACK"
"24149",2012-05-16,83280,"MANHATTAN",NA,9,0,NA,"GROCERY/BODEGA",FALSE,"25-44","M","BLACK","18-24","M","BLACK"
"24150",2011-08-01,65100,"BROOKLYN",NA,67,0,NA,NA,FALSE,NA,NA,NA,"18-24","F","BLACK"
"24151",2018-07-29,5400,"BROOKLYN",NA,73,0,NA,NA,FALSE,NA,NA,NA,"25-44","M","BLACK"
"24152",2015-10-09,85080,"BROOKLYN",NA,73,2,NA,NA,FALSE,NA,NA,NA,"25-44","M","BLACK"
"24153",2009-06-06,47400,"QUEENS",NA,107,0,NA,"HOTEL/MOTEL",TRUE,"25-44","M","BLACK","25-44","F","BLACK"
"24154",2009-11-10,79500,"BRONX",NA,47,0,NA,NA,FALSE,"<18","M","BLACK HISPANIC","18-24","M","BLACK"
"24155",2013-09-11,6000,"BRONX",NA,42,0,NA,NA,FALSE,"18-24","M","WHITE HISPANIC","18-24","M","BLACK HISPANIC"
"24156",2007-08-23,83280,"QUEENS",NA,101,0,NA,"MULTI DWELL - PUBLIC HOUS",FALSE,NA,"M","BLACK","<18","M","BLACK"
"24157",2017-07-20,67620,"BROOKLYN",NA,79,2,NA,"MULTI DWELL - PUBLIC HOUS",FALSE,"25-44","M","BLACK HISPANIC","18-24","F","WHITE HISPANIC"
"24158",2017-03-14,6420,"BRONX",NA,40,0,NA,NA,FALSE,NA,NA,NA,"18-24","M","BLACK"
"24159",2012-09-22,9600,"QUEENS",NA,107,0,NA,"BAR/NIGHT CLUB",FALSE,"25-44","M","BLACK","25-44","M","WHITE HISPANIC"
"24160",2007-11-18,3600,"BROOKLYN",NA,75,0,NA,"BAR/NIGHT CLUB",TRUE,"25-44","M","BLACK HISPANIC","25-44","M","WHITE HISPANIC"
"24161",2006-11-29,78060,"BRONX",NA,48,0,NA,NA,FALSE,NA,"M","BLACK","25-44","M","BLACK HISPANIC"
"24162",2014-12-06,62580,"BRONX",NA,44,0,NA,"LIQUOR STORE",TRUE,"45-64","F","BLACK","25-44","M","BLACK"
"24163",2013-08-31,13260,"BROOKLYN",NA,73,0,NA,NA,FALSE,NA,NA,NA,"18-24","M","BLACK"
"24164",2007-12-25,15060,"BROOKLYN",NA,67,0,NA,"BAR/NIGHT CLUB",FALSE,"25-44","M","BLACK","25-44","M","BLACK"
"24165",2017-04-29,15840,"BRONX",NA,40,2,NA,"MULTI DWELL - PUBLIC HOUS",FALSE,"25-44","M","BLACK","25-44","M","BLACK"
"24166",2012-06-29,13020,"BROOKLYN",NA,67,0,NA,NA,FALSE,NA,NA,NA,"18-24","M","BLACK"
"24167",2010-03-17,50520,"MANHATTAN",NA,23,0,NA,"GROCERY/BODEGA",FALSE,"18-24","M","WHITE HISPANIC","45-64","M","BLACK"
"24168",2021-06-01,44400,"BRONX",NA,40,0,NA,NA,FALSE,NA,NA,NA,"25-44","M","WHITE"
"24169",2009-08-27,82800,"BRONX",NA,46,0,NA,NA,FALSE,"25-44","M","BLACK","18-24","M","WHITE HISPANIC"
"24170",2017-07-05,5100,"QUEENS",NA,105,0,NA,NA,FALSE,NA,NA,NA,"25-44","M","BLACK"
"24171",2013-01-24,3000,"BROOKLYN",NA,73,0,NA,"GROCERY/BODEGA",FALSE,"18-24","M","BLACK","18-24","M","BLACK"
"24172",2021-02-01,4200,"MANHATTAN",NA,23,2,NA,"MULTI DWELL - PUBLIC HOUS",FALSE,NA,NA,NA,"25-44","M","BLACK"
"24173",2011-12-11,14400,"BRONX",NA,41,0,NA,"BAR/NIGHT CLUB",TRUE,NA,NA,NA,"25-44","M","WHITE HISPANIC"
"24174",2008-12-13,35100,"QUEENS",NA,115,0,NA,"GROCERY/BODEGA",FALSE,"18-24","M","BLACK","25-44","M","BLACK"
"24175",2020-11-12,82980,"BROOKLYN",NA,75,0,NA,NA,FALSE,NA,NA,NA,"18-24","M","BLACK"
"24176",2008-02-22,74340,"BRONX",NA,40,2,NA,"MULTI DWELL - PUBLIC HOUS",TRUE,NA,NA,NA,"25-44","M","BLACK HISPANIC"
"24177",2013-10-14,79800,"BROOKLYN",NA,63,0,NA,NA,TRUE,NA,NA,NA,"18-24","M","BLACK"
"24178",2011-09-09,81780,"QUEENS",NA,104,0,NA,"MULTI DWELL - APT BUILD",FALSE,"<18","M","BLACK HISPANIC","<18","M","WHITE HISPANIC"
"24179",2007-05-17,79800,"BROOKLYN",NA,61,0,NA,"MULTI DWELL - APT BUILD",FALSE,"25-44","M","WHITE","45-64","M","WHITE"
"24180",2010-08-08,8760,"BROOKLYN",NA,81,2,NA,"MULTI DWELL - PUBLIC HOUS",FALSE,NA,NA,NA,"18-24","M","BLACK"
"24181",2007-05-14,56880,"BRONX",NA,48,0,NA,NA,FALSE,"25-44","M","WHITE HISPANIC","18-24","M","BLACK"
"24182",2010-07-28,66300,"BRONX",NA,48,0,NA,NA,TRUE,NA,NA,NA,"25-44","M","BLACK"
"24183",2018-09-05,840,"BROOKLYN",NA,77,0,NA,NA,FALSE,NA,NA,NA,"18-24","M","BLACK"
"24184",2009-02-02,81360,"BROOKLYN",NA,81,0,NA,NA,TRUE,NA,NA,NA,"25-44","M","BLACK"
"24185",2019-06-23,57600,"BRONX",NA,44,0,NA,NA,FALSE,NA,NA,NA,"<18","M","BLACK"
"24186",2021-04-17,80400,"BRONX",NA,40,0,NA,NA,FALSE,NA,NA,NA,"25-44","M","BLACK HISPANIC"
"24187",2019-08-28,1740,"BRONX",NA,52,0,NA,NA,FALSE,NA,NA,NA,"45-64","F","WHITE HISPANIC"
"24188",2011-03-28,78000,"BROOKLYN",NA,67,0,NA,"MULTI DWELL - APT BUILD",TRUE,"18-24","M","BLACK","18-24","M","BLACK"
"24189",2018-09-23,13800,"BROOKLYN",NA,83,0,NA,NA,FALSE,NA,NA,NA,"18-24","M","BLACK"
"24190",2015-09-22,77640,"BROOKLYN",NA,83,0,NA,NA,FALSE,NA,NA,NA,"18-24","M","BLACK"
"24191",2013-01-07,76920,"QUEENS",NA,113,0,NA,"GROCERY/BODEGA",FALSE,"18-24","M","BLACK","18-24","M","BLACK"
"24192",2011-09-04,18840,"BROOKLYN",NA,77,0,NA,NA,FALSE,"18-24","M","BLACK","25-44","M","BLACK"
"24193",2008-06-22,5700,"QUEENS",NA,113,0,NA,"PVT HOUSE",TRUE,"<18","M","BLACK","25-44","M","BLACK"
"24194",2009-05-20,77400,"BROOKLYN",NA,73,0,NA,NA,FALSE,"25-44","M","BLACK","18-24","M","BLACK"
"24195",2015-10-06,28620,"BROOKLYN",NA,90,0,NA,NA,TRUE,"18-24","M","WHITE HISPANIC","45-64","M","BLACK"
"24196",2009-11-15,31020,"BROOKLYN",NA,88,2,NA,"MULTI DWELL - PUBLIC HOUS",FALSE,"25-44","M","BLACK","25-44","F","BLACK HISPANIC"
"24197",2014-04-03,65400,"BRONX",NA,43,2,NA,"MULTI DWELL - PUBLIC HOUS",FALSE,NA,NA,NA,"18-24","F","BLACK"
"24198",2013-01-14,9360,"BROOKLYN",NA,63,0,NA,NA,FALSE,NA,NA,NA,"18-24","F","BLACK"
"24199",2015-12-31,57180,"BRONX",NA,52,0,NA,NA,FALSE,NA,NA,NA,"18-24","M","WHITE HISPANIC"
"24200",2007-08-30,55860,"MANHATTAN",NA,30,0,NA,NA,FALSE,"18-24","M","BLACK HISPANIC","18-24","M","BLACK HISPANIC"
"24201",2021-11-16,81540,"MANHATTAN",NA,14,0,NA,NA,FALSE,"18-24","M","BLACK","18-24","M","BLACK"
"24202",2017-02-11,73200,"BROOKLYN",NA,75,2,NA,"MULTI DWELL - PUBLIC HOUS",FALSE,"18-24","M","WHITE HISPANIC","25-44","M","BLACK HISPANIC"
"24203",2011-12-30,80160,"BRONX",NA,40,0,NA,NA,FALSE,NA,NA,NA,"18-24","M","BLACK"
"24204",2009-08-15,9900,"BRONX",NA,44,0,NA,NA,FALSE,"25-44","M","BLACK","18-24","M","BLACK"
"24205",2017-02-15,51360,"BROOKLYN",NA,69,2,NA,"MULTI DWELL - PUBLIC HOUS",TRUE,NA,NA,NA,"45-64","M","BLACK"
"24206",2021-01-01,4260,"QUEENS",NA,102,0,NA,"HOTEL/MOTEL",FALSE,"18-24","M","BLACK","18-24","M","BLACK"
"24207",2007-12-23,780,"MANHATTAN",NA,23,0,NA,NA,TRUE,"18-24","M","BLACK","25-44","M","BLACK"
"24208",2011-03-22,73500,"BROOKLYN",NA,63,0,NA,"MULTI DWELL - APT BUILD",FALSE,NA,NA,NA,"25-44","M","BLACK"
"24209",2012-07-28,12480,"STATEN ISLAND",NA,120,0,NA,NA,FALSE,"25-44","M","BLACK","18-24","M","BLACK"
"24210",2006-08-14,81180,"MANHATTAN",NA,26,0,NA,NA,FALSE,"<18","M","BLACK","18-24","M","BLACK"
"24211",2008-04-11,79200,"BRONX",NA,47,0,NA,"MULTI DWELL - APT BUILD",TRUE,NA,NA,NA,"25-44","M","BLACK"
"24212",2008-05-24,84900,"BROOKLYN",NA,79,2,NA,"MULTI DWELL - PUBLIC HOUS",TRUE,"18-24","M","BLACK","45-64","F","BLACK"
"24213",2008-05-28,57240,"STATEN ISLAND",NA,120,0,NA,NA,FALSE,"18-24","M","BLACK","<18","M","WHITE HISPANIC"
"24214",2019-09-15,20640,"BRONX",NA,52,0,NA,NA,FALSE,"18-24","M","BLACK","18-24","M","BLACK"
"24215",2008-08-31,13800,"BRONX",NA,47,0,NA,NA,FALSE,NA,NA,NA,"25-44","M","BLACK"
"24216",2014-12-17,35100,"BRONX",NA,48,0,NA,NA,FALSE,"25-44","M","BLACK","18-24","M","BLACK"
"24217",2013-04-20,45360,"BRONX",NA,50,0,NA,"MULTI DWELL - APT BUILD",FALSE,NA,"M","BLACK","45-64","M","WHITE HISPANIC"
"24218",2007-04-28,84060,"BROOKLYN",NA,73,0,NA,NA,FALSE,NA,NA,NA,"25-44","M","BLACK"
"24219",2014-11-02,10200,"BROOKLYN",NA,75,0,NA,NA,FALSE,NA,NA,NA,"25-44","M","BLACK"
"24220",2012-02-01,49860,"BROOKLYN",NA,75,0,NA,"MULTI DWELL - APT BUILD",FALSE,"25-44","M","BLACK","25-44","M","BLACK"
"24221",2008-05-31,67860,"BROOKLYN",NA,73,0,NA,NA,FALSE,"25-44","M","BLACK","18-24","F","BLACK"
"24222",2016-01-02,73680,"MANHATTAN",NA,32,0,NA,NA,FALSE,"25-44","M","BLACK HISPANIC","18-24","M","WHITE HISPANIC"
"24223",2021-11-17,61560,"BRONX",NA,47,0,NA,NA,TRUE,NA,NA,NA,"18-24","M","BLACK"
"24224",2018-08-12,61560,"BRONX",NA,46,0,NA,"TELECOMM. STORE",FALSE,"45-64","M","BLACK HISPANIC","45-64","M","BLACK"
"24225",2009-07-12,71220,"QUEENS",NA,113,0,NA,"DRUG STORE",TRUE,"18-24","M","BLACK","25-44","M","BLACK"
"24226",2015-05-12,62040,"BROOKLYN",NA,70,0,NA,NA,FALSE,"<18","M","BLACK","<18","F","BLACK"
"24227",2008-07-23,300,"BRONX",NA,47,0,NA,NA,FALSE,"18-24","M","BLACK","25-44","M","BLACK"
"24228",2006-09-19,60780,"BROOKLYN",NA,81,0,NA,NA,FALSE,"<18","M","BLACK","<18","M","BLACK"
"24229",2012-06-20,83640,"BRONX",NA,40,0,NA,"GROCERY/BODEGA",FALSE,NA,NA,NA,"25-44","M","BLACK"
"24230",2017-05-28,72480,"STATEN ISLAND",NA,120,2,NA,"MULTI DWELL - PUBLIC HOUS",FALSE,NA,NA,NA,"18-24","M","BLACK"
"24231",2009-07-23,31440,"BROOKLYN",NA,79,2,NA,"MULTI DWELL - PUBLIC HOUS",FALSE,"25-44","M","BLACK","25-44","M","BLACK"
"24232",2016-08-20,62520,"BRONX",NA,45,0,NA,NA,FALSE,NA,NA,NA,"25-44","M","BLACK HISPANIC"
"24233",2016-09-16,75300,"BRONX",NA,48,0,NA,NA,FALSE,NA,NA,NA,"25-44","M","BLACK"
"24234",2021-05-05,55380,"BRONX",NA,42,2,NA,"MULTI DWELL - PUBLIC HOUS",FALSE,NA,NA,NA,"18-24","M","BLACK"
"24235",2012-09-30,59100,"BROOKLYN",NA,81,0,NA,NA,FALSE,NA,NA,NA,"<18","M","BLACK"
"24236",2021-09-16,18900,"BROOKLYN",NA,79,0,NA,NA,TRUE,"25-44","M","BLACK","25-44","M","BLACK"
"24237",2013-08-09,84360,"BROOKLYN",NA,88,0,NA,NA,TRUE,NA,NA,NA,"18-24","M","BLACK"
"24238",2009-07-31,50400,"STATEN ISLAND",NA,120,2,NA,"MULTI DWELL - PUBLIC HOUS",FALSE,"25-44","M","BLACK","18-24","M","BLACK"
"24239",2013-12-26,78300,"BROOKLYN",NA,60,2,NA,"MULTI DWELL - PUBLIC HOUS",TRUE,"18-24","M","BLACK HISPANIC","25-44","M","BLACK"
"24240",2007-08-22,84600,"BRONX",NA,48,0,NA,NA,FALSE,NA,"M","BLACK","25-44","M","BLACK"
"24241",2013-03-06,14880,"QUEENS",NA,106,0,NA,NA,TRUE,"18-24","M","BLACK","18-24","M","BLACK HISPANIC"
"24242",2015-10-28,75600,"BRONX",NA,40,2,NA,"MULTI DWELL - PUBLIC HOUS",TRUE,NA,NA,NA,"25-44","M","BLACK"
"24243",2017-12-13,70500,"MANHATTAN",NA,32,0,NA,NA,FALSE,"25-44","M","BLACK","25-44","M","BLACK"
"24244",2017-11-06,70200,"MANHATTAN",NA,25,0,NA,NA,FALSE,"18-24","M","BLACK","45-64","M","BLACK"
"24245",2015-01-22,19800,"BRONX",NA,41,0,NA,NA,TRUE,NA,NA,NA,"45-64","M","WHITE HISPANIC"
"24246",2007-04-22,4620,"QUEENS",NA,110,0,NA,NA,TRUE,"18-24","M","WHITE HISPANIC","18-24","M","WHITE HISPANIC"
"24247",2007-06-25,75900,"BROOKLYN",NA,79,0,NA,NA,FALSE,"25-44","M","BLACK","18-24","M","BLACK"
"24248",2012-01-26,66060,"BRONX",NA,43,0,NA,"MULTI DWELL - APT BUILD",FALSE,"<18","M","WHITE HISPANIC","<18","F","WHITE HISPANIC"
"24249",2009-01-28,54600,"MANHATTAN",NA,23,2,NA,"MULTI DWELL - PUBLIC HOUS",TRUE,"25-44","M","BLACK","<18","M","BLACK"
"24250",2021-11-21,76500,"BROOKLYN",NA,79,0,NA,NA,FALSE,"25-44","M","BLACK","25-44","M","BLACK"
"24251",2012-09-16,60000,"QUEENS",NA,103,0,NA,"HOSPITAL",FALSE,NA,NA,NA,"25-44","M","BLACK"
"24252",2016-08-29,78900,"BRONX",NA,40,0,NA,NA,FALSE,NA,NA,NA,"18-24","M","WHITE HISPANIC"
"24253",2010-01-30,48540,"MANHATTAN",NA,34,0,NA,NA,FALSE,"18-24","M","BLACK","18-24","M","WHITE HISPANIC"
"24254",2016-08-05,74400,"QUEENS",NA,103,0,NA,NA,FALSE,"18-24","M","BLACK","25-44","M","WHITE HISPANIC"
"24255",2011-12-31,6600,"BRONX",NA,48,0,NA,"MULTI DWELL - APT BUILD",FALSE,"18-24","M","WHITE HISPANIC","18-24","M","WHITE HISPANIC"
"24256",2019-02-24,600,"BROOKLYN",NA,73,0,NA,NA,FALSE,NA,NA,NA,"<18","F","BLACK"
"24257",2017-07-23,84060,"BRONX",NA,47,0,NA,NA,FALSE,NA,NA,NA,"<18","M","BLACK HISPANIC"
"24258",2014-12-18,74040,"BROOKLYN",NA,77,0,NA,NA,FALSE,NA,NA,NA,"<18","M","BLACK"
"24259",2011-11-07,84240,"BROOKLYN",NA,70,0,NA,"MULTI DWELL - APT BUILD",FALSE,NA,NA,NA,"18-24","M","BLACK"
"24260",2020-07-02,82980,"MANHATTAN",NA,23,0,NA,NA,FALSE,NA,NA,NA,"25-44","F","BLACK"
"24261",2012-02-05,4500,"QUEENS",NA,113,0,NA,NA,TRUE,"18-24","M","BLACK","25-44","M","BLACK"
"24262",2017-02-19,79200,"BROOKLYN",NA,81,0,NA,NA,FALSE,NA,NA,NA,"<18","M","BLACK"
"24263",2006-02-24,84060,"BROOKLYN",NA,69,0,NA,NA,FALSE,"25-44","M","BLACK","18-24","M","BLACK"
"24264",2015-08-09,1500,"MANHATTAN",NA,33,0,NA,NA,FALSE,NA,NA,NA,"<18","F","BLACK HISPANIC"
"24265",2011-11-16,77700,"BROOKLYN",NA,71,0,NA,"MULTI DWELL - APT BUILD",FALSE,NA,NA,NA,"45-64","M","BLACK HISPANIC"
"24266",2020-07-20,80340,"QUEENS",NA,101,2,NA,"MULTI DWELL - PUBLIC HOUS",FALSE,NA,NA,NA,"25-44","F","BLACK"
"24267",2009-06-17,17400,"BROOKLYN",NA,67,0,NA,NA,TRUE,"25-44","M","BLACK","25-44","M","BLACK"
"24268",2014-12-15,1800,"BROOKLYN",NA,67,0,NA,"COMMERCIAL BLDG",TRUE,NA,NA,NA,"<18","M","BLACK"
"24269",2018-04-26,45000,"BRONX",NA,42,0,NA,NA,TRUE,"18-24","M","BLACK","18-24","M","BLACK"
"24270",2006-09-04,57600,"BROOKLYN",NA,77,0,NA,NA,FALSE,NA,NA,NA,"18-24","M","BLACK"
"24271",2009-09-26,2400,"BRONX",NA,40,0,NA,NA,TRUE,"25-44","M","WHITE HISPANIC","25-44","M","WHITE HISPANIC"
"24272",2020-11-04,83700,"BRONX",NA,52,0,NA,"MULTI DWELL - APT BUILD",FALSE,"45-64","M","BLACK HISPANIC","18-24","M","WHITE HISPANIC"
"24273",2011-06-05,84600,"QUEENS",NA,106,0,NA,"PVT HOUSE",TRUE,"25-44","M","WHITE HISPANIC","25-44","M","BLACK"
"24274",2015-11-07,32400,"BRONX",NA,44,0,NA,NA,FALSE,NA,NA,NA,"25-44","M","BLACK"
"24275",2012-07-22,74700,"MANHATTAN",NA,26,2,NA,"MULTI DWELL - PUBLIC HOUS",FALSE,"<18","M","BLACK","25-44","M","BLACK"
"24276",2021-12-12,4800,"QUEENS",NA,113,0,NA,NA,FALSE,NA,NA,NA,"25-44","F","BLACK"
"24277",2017-10-11,76140,"BRONX",NA,44,0,NA,NA,FALSE,NA,NA,NA,"25-44","M","BLACK"
"24278",2009-06-27,3300,"BRONX",NA,40,0,NA,NA,FALSE,"25-44","M","BLACK","18-24","M","BLACK"
"24279",2015-12-24,82500,"BRONX",NA,46,0,NA,NA,FALSE,"<18","M","BLACK HISPANIC","18-24","M","BLACK"
"24280",2011-05-07,7440,"QUEENS",NA,114,1,NA,NA,FALSE,NA,NA,NA,"18-24","M","BLACK"
"24281",2006-06-09,69600,"BRONX",NA,45,2,NA,"MULTI DWELL - PUBLIC HOUS",TRUE,NA,NA,NA,"25-44","M","BLACK"
"24282",2010-08-07,1800,"BRONX",NA,44,0,NA,"MULTI DWELL - APT BUILD",TRUE,NA,NA,NA,"<18","M","WHITE HISPANIC"
"24283",2013-04-22,14400,"QUEENS",NA,105,0,NA,"PVT HOUSE",FALSE,"25-44","M","BLACK","18-24","M","BLACK"
"24284",2019-06-28,1500,"BRONX",NA,42,2,NA,"MULTI DWELL - PUBLIC HOUS",TRUE,"25-44","M","BLACK","25-44","M","BLACK"
"24285",2015-10-24,13320,"QUEENS",NA,106,0,NA,NA,FALSE,NA,NA,NA,"45-64","M","BLACK"
"24286",2011-12-15,70020,"BROOKLYN",NA,67,0,NA,"MULTI DWELL - APT BUILD",FALSE,NA,NA,NA,"18-24","M","BLACK"
"24287",2020-01-18,78720,"BRONX",NA,52,0,NA,NA,FALSE,NA,NA,NA,"25-44","M","WHITE HISPANIC"
"24288",2013-05-07,76800,"BROOKLYN",NA,81,0,NA,"MULTI DWELL - APT BUILD",FALSE,NA,NA,NA,"18-24","M","BLACK"
"24289",2021-05-06,84480,"BRONX",NA,42,2,NA,"MULTI DWELL - PUBLIC HOUS",FALSE,"25-44","M","BLACK","<18","M","BLACK"
"24290",2016-02-20,1800,"QUEENS",NA,102,0,NA,"RESTAURANT/DINER",FALSE,"18-24","M","BLACK","25-44","F","WHITE HISPANIC"
"24291",2008-09-18,69660,"MANHATTAN",NA,32,0,NA,NA,FALSE,NA,NA,NA,"25-44","M","BLACK"
"24292",2012-08-31,71220,"BRONX",NA,50,0,NA,NA,FALSE,NA,NA,NA,"25-44","M","WHITE HISPANIC"
"24293",2007-04-07,7080,"BRONX",NA,44,0,NA,"FAST FOOD",TRUE,"18-24","M","WHITE HISPANIC","25-44","M","WHITE HISPANIC"
"24294",2016-01-25,76200,"BROOKLYN",NA,71,0,NA,NA,FALSE,NA,NA,NA,"45-64","F","WHITE HISPANIC"
"24295",2008-02-03,13920,"BROOKLYN",NA,83,0,NA,NA,FALSE,NA,"M",NA,"18-24","M","BLACK"
"24296",2021-12-10,84660,"MANHATTAN",NA,30,0,NA,NA,FALSE,NA,NA,NA,"45-64","M","BLACK"
"24297",2008-05-04,10500,"MANHATTAN",NA,32,0,NA,NA,FALSE,NA,NA,NA,"25-44","F","BLACK"
"24298",2009-06-20,22560,"QUEENS",NA,109,0,NA,"COMMERCIAL BLDG",FALSE,"18-24","M",NA,"25-44","M","BLACK HISPANIC"
"24299",2011-09-24,3840,"BRONX",NA,44,0,NA,"MULTI DWELL - APT BUILD",FALSE,"18-24","M","WHITE HISPANIC","18-24","M","BLACK"
"24300",2019-10-26,72120,"QUEENS",NA,113,0,NA,NA,TRUE,NA,NA,NA,"<18","M","BLACK"
"24301",2021-04-08,65700,"MANHATTAN",NA,6,0,NA,NA,FALSE,"25-44","M","BLACK","18-24","M","BLACK"
"24302",2011-10-08,83640,"BROOKLYN",NA,75,0,NA,NA,FALSE,NA,NA,NA,"18-24","M","BLACK HISPANIC"
"24303",2007-05-24,78660,"BROOKLYN",NA,81,0,NA,NA,FALSE,NA,NA,NA,"25-44","F","BLACK"
"24304",2007-07-23,71220,"BRONX",NA,47,0,NA,NA,TRUE,"25-44","M","BLACK","18-24","M","BLACK"
"24305",2015-01-29,64200,"BROOKLYN",NA,75,0,NA,"PVT HOUSE",FALSE,NA,NA,NA,"25-44","M","BLACK"
"24306",2014-07-11,2400,"QUEENS",NA,114,0,NA,NA,FALSE,"18-24","M","WHITE HISPANIC","18-24","M",NA
"24307",2006-04-22,14880,"QUEENS",NA,108,0,NA,NA,FALSE,"25-44","M","WHITE HISPANIC","18-24","M","WHITE HISPANIC"
"24308",2018-06-08,79680,"MANHATTAN",NA,34,0,NA,"GROCERY/BODEGA",FALSE,"25-44","M",NA,"25-44","M","WHITE HISPANIC"
"24309",2017-07-14,76440,"BRONX",NA,45,0,NA,NA,FALSE,NA,NA,NA,"18-24","M","BLACK"
"24310",2014-11-04,19800,"BROOKLYN",NA,94,0,NA,NA,FALSE,NA,NA,NA,"25-44","M","BLACK HISPANIC"
"24311",2015-10-14,32400,"QUEENS",NA,106,0,NA,NA,FALSE,NA,NA,NA,"25-44","M","BLACK"
"24312",2017-04-24,19500,"BRONX",NA,46,0,NA,"BAR/NIGHT CLUB",FALSE,NA,NA,NA,"25-44","M","WHITE HISPANIC"
"24313",2021-03-26,74400,"BROOKLYN",NA,71,0,NA,NA,FALSE,NA,NA,NA,"25-44","M","BLACK"
"24314",2008-07-03,55740,"BRONX",NA,48,0,NA,NA,FALSE,"<18","M","WHITE HISPANIC","<18","M","WHITE HISPANIC"
"24315",2021-03-26,49800,"QUEENS",NA,101,0,NA,NA,FALSE,"25-44","M","BLACK","25-44","M","BLACK HISPANIC"
"24316",2011-11-29,1440,"BROOKLYN",NA,81,0,NA,NA,FALSE,NA,NA,NA,"25-44","M","BLACK"
"24317",2008-10-13,9900,"BROOKLYN",NA,67,0,NA,NA,FALSE,NA,"M","BLACK","18-24","M","BLACK"
"24318",2006-10-19,73380,"BROOKLYN",NA,81,0,NA,NA,FALSE,NA,"M","BLACK","25-44","M","BLACK"
"24319",2009-03-01,5220,"BROOKLYN",NA,63,0,NA,"COMMERCIAL BLDG",FALSE,NA,"M","BLACK","18-24","M","BLACK"
"24320",2011-05-12,62280,"QUEENS",NA,101,0,NA,NA,FALSE,"18-24","M","BLACK","18-24","M","BLACK"
"24321",2018-12-08,13620,"QUEENS",NA,102,0,NA,"BAR/NIGHT CLUB",FALSE,"25-44","M","BLACK","25-44","F","BLACK"
"24322",2017-01-26,59400,"MANHATTAN",NA,32,0,NA,"MULTI DWELL - PUBLIC HOUS",FALSE,"25-44","M","BLACK","25-44","M","BLACK"
"24323",2010-11-29,75600,"BROOKLYN",NA,79,0,NA,NA,FALSE,NA,NA,NA,"18-24","M","BLACK HISPANIC"
"24324",2011-02-20,5100,"QUEENS",NA,105,0,NA,"GROCERY/BODEGA",FALSE,"25-44","M","BLACK","18-24","M","BLACK"
"24325",2013-01-03,46500,"BRONX",NA,43,2,NA,"MULTI DWELL - PUBLIC HOUS",TRUE,"25-44","M","BLACK","45-64","F","BLACK"
"24326",2007-05-12,6900,"BROOKLYN",NA,77,0,NA,NA,FALSE,"25-44","M","WHITE","25-44","F","BLACK"
"24327",2008-08-17,86100,"BROOKLYN",NA,84,2,NA,"MULTI DWELL - PUBLIC HOUS",FALSE,NA,"M","BLACK","<18","M","BLACK"
"24328",2018-08-13,73080,"MANHATTAN",NA,34,0,NA,NA,FALSE,NA,NA,NA,"25-44","M","BLACK HISPANIC"
"24329",2021-07-05,17100,"BRONX",NA,44,0,NA,NA,FALSE,NA,NA,NA,"45-64","M","BLACK"
"24330",2021-07-04,66000,"BRONX",NA,41,0,NA,NA,FALSE,NA,NA,NA,"25-44","M","BLACK"
"24331",2014-02-03,77340,"BRONX",NA,44,0,NA,"MULTI DWELL - APT BUILD",FALSE,"18-24","M","WHITE HISPANIC","25-44","M","WHITE HISPANIC"
"24332",2010-07-15,75600,"BROOKLYN",NA,76,2,NA,"MULTI DWELL - PUBLIC HOUS",FALSE,NA,NA,NA,"18-24","M","BLACK"
"24333",2008-07-10,38340,"QUEENS",NA,101,0,NA,NA,TRUE,"<18","M","BLACK","18-24","M","BLACK HISPANIC"
"24334",2007-07-26,33060,"QUEENS",NA,105,0,NA,"MULTI DWELL - APT BUILD",FALSE,"25-44","M","BLACK","25-44","M","BLACK"
"24335",2016-04-21,70020,"BROOKLYN",NA,60,0,NA,NA,FALSE,NA,NA,NA,"45-64","F","WHITE"
