STATION,DATE,AWND,PRCP,TMAX,TMIN,WDF5,WSF5,WT01,WT02,WT03,WT04,WT05,WT06,WT07,WT08,WT09,WT10,WT11,WT13,WT14,WT15,WT16,WT17,WT18,WT21
USW00012918,6/8/1999,4.03,0.73,86,73,140,42.9,1,,1,,,,,1,,,,1,,,1,,,
USW00012918,6/9/1999,5.14,0,85,73,100,17,,,1,,,,,,,,,,,,1,,,
USW00012918,6/10/1999,5.37,0.47,86,74,220,17,1,,1,,,,,,,,,1,,,1,,,
USW00012918,6/11/1999,5.82,0.06,90,74,200,28,1,,1,,,,,,,,,1,,,1,,,
USW00012918,6/12/1999,5.37,0.12,84,76,160,19.9,1,,1,,,,,,,,,1,,,1,,,
USW00012918,6/13/1999,5.59,0.57,86,72,30,19.9,,,1,,,,,,,,,,,,1,,,
USW00012918,6/14/1999,5.14,0,91,72,20,13,,,,,,,,,,,,,,,,,,
USW00012918,6/15/1999,4.7,0.82,86,72,30,29.1,1,,1,,,,,1,,,,1,,,1,,,
USW00012918,6/16/1999,4.25,0.43,85,73,50,23.9,1,,1,,,,,,,,,1,,,1,,,
USW00012918,6/17/1999,8.72,0,89,72,40,23,1,,,,,,,,,,,1,,,,,,
USW00012918,6/18/1999,8.5,0,87,71,110,17,,,,,,,,,,,,,,,,,,
USW00012918,6/19/1999,5.82,0,88,74,100,19.9,1,,,,,,,,,,,1,,,,,,
USW00012918,6/20/1999,6.93,1.45,88,74,120,21.9,1,,1,,,,,,,,,1,,,1,,,
USW00012918,6/21/1999,6.93,0.01,85,74,110,25.9,1,,1,,,,,,,,,1,,,1,,,
USW00012918,6/22/1999,4.92,0.49,87,74,200,29.1,,,,,,,,,,,,,,,1,,,
USW00012918,6/23/1999,6.93,0.02,87,76,180,32,1,,1,,,,,,,,,1,,,1,,,
USW00012918,6/24/1999,7.83,0.03,90,77,170,21,,,,,,,,,,,,,,,1,,,
USW00012918,6/25/1999,6.71,1.44,84,75,240,33.1,1,,1,,,,,,,,,1,,,1,,,
USW00012918,6/26/1999,8.28,0.09,90,79,200,23.9,1,,,,,,,,,,,1,,,1,,,
USW00012918,6/27/1999,9.84,0,90,80,190,23,,,,,,,,,,,,,,,,,,
USW00012918,6/28/1999,8.72,0,91,78,190,21.9,1,,,,,,,,,,,1,,,,,,
USW00012918,6/29/1999,7.38,0,91,76,210,19.9,1,,,,,,,,,,,1,,,,,,
USW00012918,6/30/1999,8.28,0,91,75,150,23.9,,,,,,,,,,,,,,,,,,
USW00012918,7/1/1999,10.74,0,92,79,180,23.9,,,,,,,,,,,,,,,,,,
USW00012918,7/2/1999,8.72,0,92,78,150,23,,,,,,,,,,,,,,,,,,
USW00012918,7/3/1999,8.5,0.02,91,79,120,21.9,,,,,,,,,,,,,,,1,,,
USW00012918,7/4/1999,6.04,0.44,90,77,100,25.1,1,,,,,,,,,,,1,,,1,,,
USW00012918,7/5/1999,1.12,0,88,73,,0,1,,,,,,,,,,,1,,,1,,,
USW00012918,7/6/1999,3.13,0.14,87,74,,0,,,1,,,,,,,,,,,,1,,,
USW00012918,7/7/1999,5.59,0,93,75,40,15,,,,,,,,,,,,,,,,,,
USW00012918,7/8/1999,5.14,0,91,77,110,17,,,,,,,,,,,,,,,,,,
USW00012918,7/9/1999,4.7,0.03,85,77,100,17.9,,,1,,,,,,,,,,,,1,,,
USW00012918,7/10/1999,4.92,0,90,74,170,17,,,,,,,,,,,,,,,1,,,
USW00012918,7/11/1999,2.46,1.24,88,74,170,25.9,1,,1,,,,,,,,,1,,,1,,,
USW00012918,7/12/1999,5.37,0,93,76,20,23.9,,,,,,,,,,,,,,,1,,,
USW00012918,7/13/1999,2.68,0.32,85,73,180,29.1,1,,1,,,,,,,,,1,,,1,,,
USW00012918,7/14/1999,6.04,0,92,74,160,16.1,,,,,,,,,,,,,,,,,,
USW00012918,7/15/1999,5.82,0,91,73,150,17,,,,,,,,,,,,,,,,,,
USW00012918,7/16/1999,4.92,0.01,90,75,140,19.9,,,,,,,,,,,,,,,1,,,
USW00012918,7/17/1999,3.8,0.3,89,76,120,17,1,,1,,,,,,,,,1,,,1,,,
USW00012918,7/18/1999,3.8,0.52,89,76,120,29.1,,,1,,,,,,,,,,,,1,,,
USW00012918,7/19/1999,4.92,0.01,90,75,100,19.9,,,1,,,,,,,,,,,,1,,,
USW00012918,7/20/1999,4.7,0,88,75,120,21,,,,,,,,,,,,,,,1,,,
USW00012918,7/21/1999,3.13,0.53,85,72,220,28,1,,1,,,,,1,,,,1,,,1,,,
USW00012918,7/22/1999,4.92,0,93,74,170,15,1,,,,,,,,,,,,,,,,,1
USW00012918,7/23/1999,5.59,0,92,74,280,16.1,,,,,,,,,,,,,,,,,,
USW00012918,7/24/1999,6.26,0,93,76,210,15,,,,,,,,,,,,,,,,,,
USW00012918,7/25/1999,4.7,0,90,77,40,19.9,,,1,,,,,,,,,,,,1,,,
USW00012918,7/26/1999,5.59,0,93,75,160,19.9,,,1,,,,,,,,,,,,,,,
USW00012918,7/27/1999,4.47,0.02,94,75,210,17.9,,,1,,,,,,,,,,,,1,,,
USW00012918,7/28/1999,6.04,0.18,101,77,150,17.9,,,,,,,,,,,,,,,1,,,
USW00012918,7/29/1999,6.71,0,94,77,190,17,,,,,,,,,,,,,,,,,,
USW00012918,7/30/1999,7.38,0,94,76,200,21,,,,,,,,,,,,,,,,,,
USW00012918,7/31/1999,6.71,0,95,75,160,19.9,,,,,,,,,,,,,,,,,,
USW00012918,8/1/1999,4.47,0,95,76,80,15,,,1,,,,,,,,,,,,,,,
USW00012918,8/2/1999,5.59,0,93,77,110,14.1,,,,,,,,,,,,,,,,,,
USW00012918,8/3/1999,4.7,0.49,97,74,60,31.1,,,1,,,,,,,,,,,,1,,,
USW00012918,8/4/1999,4.47,0,97,76,40,14.1,,,,,,,,,,,,,,,,,,
USW00012918,8/5/1999,5.59,0,98,79,40,17.9,,,,,,,,,,,,,,,,,,
USW00012918,8/6/1999,4.7,0,96,78,120,15,,,,,,,,,,,,,,,,,,
USW00012918,8/7/1999,5.37,0,94,77,140,15,1,,,,,,,1,,,,1,,,,,,
USW00012918,8/8/1999,5.82,0,94,78,160,16.1,,,,,,,,,,,,,,,,,,
USW00012918,8/9/1999,7.83,0,97,78,270,19.9,,,,,,,,,,,,,,,,,,
USW00012918,8/10/1999,7.83,0,97,78,200,19.9,,,,,,,,,,,,,,,,,,
USW00012918,8/11/1999,7.61,0,96,78,160,21.9,,,,,,,,,,,,,,,,,,
USW00012918,8/12/1999,9.84,0,96,78,230,23,,,,,,,,,,,,,,,,,,
USW00012918,8/13/1999,8.72,0,97,78,230,19.9,,,,,,,,,,,,,,,,,,
USW00012918,8/14/1999,5.82,0,100,77,290,16.1,,,,,,,,,,,,,,,,,,
USW00012918,8/15/1999,6.49,0,96,72,,0,,,,,,,,,,,,,,,,,,
USW00012918,8/16/1999,6.49,0,94,76,,0,,,,,,,,,,,,,,,,,,
USW00012918,8/17/1999,4.47,0.07,93,78,160,17,,,,,,,,,,,,,,,1,,,
USW00012918,8/18/1999,3.8,0,97,76,170,15,,,,,,,,,,,,,,,,,,
USW00012918,8/19/1999,6.26,0,100,76,90,21.9,,,1,,,,,,,,,,,,,,,
USW00012918,8/20/1999,5.37,0,101,76,280,17.9,,,1,,,,,,,,,,,,,,,
USW00012918,8/21/1999,5.59,0,95,78,140,19.9,,,,,,,,,,,,,,,,,,
USW00012918,8/22/1999,7.61,0,91,78,110,21.9,,,,,,,,,,,,,,,,,,
USW00012918,8/23/1999,7.38,0,93,80,160,25.9,,,1,,,,,,,,,,,,1,,,
USW00012918,8/24/1999,4.47,0.05,93,78,20,16.1,,,1,,,,,,,,,,,,1,,,
USW00012918,8/25/1999,5.82,0,97,77,170,19.9,,,,,,,,,,,,,,,,,,
USW00012918,8/26/1999,6.71,0,98,76,280,21,,,,,,,,,,,,,,,,,,
USW00012918,8/27/1999,6.26,0,99,77,70,28,,,1,,,,,,,,,,,,,,,
USW00012918,8/28/1999,3.58,0,98,77,180,15,,,,,,,,,,,,,,,,,,
USW00012918,8/29/1999,4.03,0.04,97,75,20,38,,,1,,,,,,,,,,,,1,,,
USW00012918,8/30/1999,4.47,0,98,73,50,16.1,,,,,,,,,,,,,,,,,,
USW00012918,8/31/1999,3.8,0.03,92,74,80,36.9,,,1,,,,,,,,,,,,1,,,
USW00012918,9/1/1999,6.49,0.14,85,74,200,16.1,1,,,,,,,,,,,1,,,1,,,
USW00012918,9/2/1999,4.92,0,92,74,110,15,,,,,,,,,,,,,,,1,,,
USW00012918,9/3/1999,5.14,0,91,74,130,17.9,,,,,,,,,,,,,,,,,,
USW00012918,9/4/1999,4.92,0,92,76,170,17,,,1,,,,,,,,,,,,,,,
USW00012918,9/5/1999,6.04,0,95,74,180,21.9,,,,,,,,,,,,,,,,,,
USW00012918,9/6/1999,3.58,0.02,94,73,170,16.1,,,,,,,,,,,,,,,1,,,
USW00012918,9/7/1999,5.14,0,95,75,180,17.9,,,,,,,,,,,,,,,,,,
USW00012918,9/8/1999,5.37,0,97,75,30,25.9,1,,1,,,,,,,,,,,,,,,1
USW00012918,9/9/1999,7.16,0,96,75,40,21.9,,,,,,,,,,,,,,,,,,
USW00012918,9/10/1999,5.82,0,92,73,80,19.9,,,,,,,,,,,,,,,,,,
USW00012918,9/11/1999,5.14,0,94,70,130,17.9,,,,,,,,,,,,,,,,,,
USW00012918,9/12/1999,5.59,0,93,73,130,21,,,,,,,,,,,,,,,,,,
USW00012918,9/13/1999,8.95,0,95,73,20,29.1,,,,,,,,,,,,,,,,,,
USW00012918,9/14/1999,9.4,0,91,73,50,17.9,,,,,,,,,,,,,,,,,,
USW00012918,9/15/1999,9.62,0,92,71,20,21.9,,,,,,,,,,,,,,,,,,
USW00012918,9/16/1999,6.71,0,91,66,110,17,,,,,,,,,,,,,,,,,,
USW00012918,9/17/1999,6.26,0,90,68,50,17.9,,,,,,,,,,,,,,,,,,
USW00012918,9/18/1999,4.92,0,91,67,10,21.9,,,,,,,,,,,,,,,,,,
USW00012918,9/19/1999,5.14,0,93,66,30,15,,,,,,,,,,,,,,,,,,
USW00012918,9/20/1999,6.04,0,97,68,330,19.9,,,,,,,,,,,,,,,,,,
USW00012918,9/21/1999,14.54,0,87,69,10,31.1,,,,,,,,,,,,,,,,,,
USW00012918,9/22/1999,8.28,0,82,62,10,17.9,,,,,,,,,,,,,,,,,,
USW00012918,9/23/1999,4.47,0,84,57,130,15,,,,,,,,,,,,,,,,,,
USW00012918,9/24/1999,4.47,0,87,57,160,21,,,,,,,,,,,,,,,,,,
USW00012918,9/25/1999,7.61,0,89,66,150,25.9,,,,,,,,,,,,,,,1,,,
USW00012918,9/26/1999,6.93,0,90,70,130,23,,,,,,,,,,,,,,,,,,
USW00012918,9/27/1999,8.05,0.01,91,73,120,21.9,,,,,,,,,,,,,,,1,,,
USW00012918,9/28/1999,5.59,0.88,86,75,130,21.9,1,,1,,,,,,,,,1,,,1,,,
USW00012918,9/29/1999,12.3,0.48,75,61,340,31.1,1,,,,,,,,,,,1,,,1,,,
USW00012918,9/30/1999,4.7,0,79,58,70,17,,,,,,,,,,,,,,,,,,
USW00012918,10/1/1999,5.14,0,80,57,120,15,,,,,,,,,,,,,,,,,,
USW00012918,10/2/1999,5.59,0,86,63,100,17,,,,,,,,,,,,,,,,,,
USW00012918,10/3/1999,6.04,0,89,74,40,17.9,1,1,,,,,,,,,,1,,,,,,
USW00012918,10/4/1999,12.08,0,91,73,20,25.9,,,,,,,,1,,,,,,,1,,,
USW00012918,10/5/1999,11.41,0,86,66,40,21.9,,,,,,,,,,,,,,,,,,
USW00012918,10/6/1999,6.71,0,83,57,60,21,,,,,,,,,,,,,,,,,,
USW00012918,10/7/1999,4.47,0,87,57,130,13,,,,,,,,,,,,,,,,,,
USW00012918,10/8/1999,5.59,0.03,87,69,100,15,1,,,,,,,1,,,,1,,,1,,,
USW00012918,10/9/1999,5.59,0,86,74,120,19.9,1,,,,,,,,,,,1,,,1,,,
USW00012918,10/10/1999,4.7,0.17,88,70,80,17.9,1,,,,,,,,,,,1,,,1,,,
USW00012918,10/11/1999,8.05,0,88,71,30,29.1,,,,,,,,,,,,,,,,,,
USW00012918,10/12/1999,6.26,0,87,70,100,15,,,,,,,,,,,,,,,,,,
USW00012918,10/13/1999,4.7,0,89,70,110,15,1,,,,,,,,,,,1,,,,,,
USW00012918,10/14/1999,5.37,0,88,69,90,16.1,,,,,,,,,,,,,,,,,,
USW00012918,10/15/1999,5.14,0,87,65,180,16.1,1,1,,,,,,,,,,1,,,,,,
USW00012918,10/16/1999,4.03,0,89,66,140,17,1,,,,,,,,,,,1,,,,,,
USW00012918,10/17/1999,8.5,0,84,63,330,23.9,1,,,,,,,,,,,1,,,1,,,
USW00012918,10/18/1999,9.62,0.13,64,57,340,17.9,,,,,,,,,,,,,,,1,,,
USW00012918,10/19/1999,14.09,0.04,62,52,10,25.9,1,,,,,,,1,,,,1,,,1,,,
USW00012918,10/20/1999,9.4,0,74,50,10,28,,,,,,,,,,,,,,,,,,
USW00012918,10/21/1999,3.8,0,77,46,20,16.1,,,,,,,,,,,,,,,,,,
USW00012918,10/22/1999,6.71,0,84,48,300,16.1,,,,,,,,,,,,,,,,,,
USW00012918,10/23/1999,9.17,0,79,54,20,23.9,,,,,,,,,,,,,,,,,,
USW00012918,10/24/1999,4.92,0,72,49,70,15,,,,,,,,,,,,,,,,,,
USW00012918,10/25/1999,3.8,0,74,46,120,14.1,,,,,,,,,,,,,,,,,,
USW00012918,10/26/1999,3.58,0,80,51,100,14.1,,,,,,,,,,,,,,,,,,
USW00012918,10/27/1999,5.14,0,82,53,190,21,1,,,,,,,,,,,1,,,,,,1
USW00012918,10/28/1999,7.83,0,81,62,110,19.9,1,,,,,,,,,,,,,,,,,1
USW00012918,10/29/1999,7.83,0,82,61,180,21,1,,,,,,,,,,,1,,,,,,1
USW00012918,10/30/1999,9.4,0.29,86,56,270,32,1,,,,,,,,,,,1,,,1,,,
USW00012918,10/31/1999,6.04,0,72,48,250,21.9,,,,,,,,,,,,,,,,,,
USW00012918,11/1/1999,8.5,0,73,51,320,23,,,,,,,,,,,,,,,,,,
USW00012918,11/2/1999,15.88,0,68,51,20,38,,,,,,,,,,,,,,,,,,
USW00012918,11/3/1999,6.71,0,68,36,100,17.9,,,,,,,,,,,,,,,,,,
USW00012918,11/4/1999,8.5,0,79,54,190,23,,,,,,,,,,,,,,,,,,
USW00012918,11/5/1999,7.61,0,81,65,150,21,,,,,,,,,,,,,,,,,,
USW00012918,11/6/1999,4.92,0,79,56,100,16.1,1,,,,,,,,,,,,,,,,,1
USW00012918,11/7/1999,1.57,0,80,49,,0,1,1,,,,,,,,,,,,,,,,
USW00012918,11/8/1999,3.8,0,78,50,120,14.1,1,,,,,,,,,,,1,,,,,,
USW00012918,11/9/1999,5.59,0,78,51,100,21,1,,,,,,,1,,,,1,,,,,,
USW00012918,11/10/1999,4.7,0,79,63,120,11,1,1,,,,,,1,,,,1,,,,,,1
USW00012918,11/11/1999,3.13,0,83,57,90,15,1,1,,,,,,1,,,,1,,,,,,
USW00012918,11/12/1999,5.14,0,81,57,20,17,,,,,,,,,,,,,,,,,,
USW00012918,11/13/1999,3.8,0,78,52,50,17,1,,,,,,,,,,,1,,,,,,
USW00012918,11/14/1999,2.24,0,79,50,140,13,1,1,,,,,,1,,,,1,,,,,,1
USW00012918,11/15/1999,3.58,0,82,56,50,15,1,1,,,,,,1,,,,1,,,,,,
USW00012918,11/16/1999,4.7,0,77,53,110,13,,,,,,,,,,,,,,,,,,
USW00012918,11/17/1999,5.37,0,77,49,60,19.9,,,,,,,,,,,,,,,,,,
USW00012918,11/18/1999,7.83,0,79,53,160,23,,,,,,,,,,,,,,,,,,
USW00012918,11/19/1999,8.5,0,84,63,200,23.9,,,,,,,,,,,,,,,,,,
USW00012918,11/20/1999,6.04,0,79,60,10,21.9,1,,,,,,,,,,,1,,,,,,
USW00012918,11/21/1999,7.38,0,82,58,160,23,1,1,,,,,,,,,,1,,,,,,
USW00012918,11/22/1999,9.84,0.03,82,69,160,30,,,1,,,,,,,,,,,,1,,,
USW00012918,11/23/1999,9.62,1.38,79,58,10,23,1,,,,,,,,,,,1,,,1,,,
USW00012918,11/24/1999,14.09,0,69,50,20,25.9,,,,,,,,,,,,,,,1,,,
USW00012918,11/25/1999,10.51,0.07,57,40,10,28,,,,,,,,,,,,,,,1,,,
USW00012918,11/26/1999,4.47,0,65,36,230,16.1,1,,,,,,,,,,,,,,,,,1
USW00012918,11/27/1999,6.26,0,75,41,180,23.9,,,,,,,,,,,,,,,,,,
USW00012918,11/28/1999,3.36,0,77,50,150,15,1,,,,,,,,,,,,,,,,,1
USW00012918,11/29/1999,5.59,0,77,53,50,23.9,1,1,,,,,,,,,,1,,,,,,1
USW00012918,11/30/1999,8.5,0,68,49,40,21.9,,,,,,,,,,,,,,,,,,
USW00012918,12/1/1999,6.71,0,73,46,130,19.9,,,,,,,,,,,,,,,,,,
USW00012918,12/2/1999,10.96,1.2,77,61,250,33.1,1,,,,,,,,,,,1,,,1,,,
USW00012918,12/3/1999,12.3,0.86,76,69,150,25.1,1,,,,,,,,,,,1,,,1,,,
USW00012918,12/4/1999,10.96,1.19,78,59,170,40.9,1,,1,,,,,,,,,1,,,1,,,
USW00012918,12/5/1999,12.75,0,59,46,300,25.9,,,,,,,,,,,,,,,,,,
USW00012918,12/6/1999,2.91,0,60,38,330,13,,,,,,,,,,,,,,,,,,
USW00012918,12/7/1999,5.14,0,69,38,120,17,,,,,,,,,,,,,,,,,,
USW00012918,12/8/1999,9.4,0,76,57,150,23,,,,,,,,,,,,,,,1,,,
USW00012918,12/9/1999,8.72,0.1,76,52,330,33.1,,,,,,,,,,,,,,,1,,,
USW00012918,12/10/1999,4.92,0,65,43,10,17.9,,,,,,,,,,,,,,,,,,
USW00012918,12/11/1999,9.17,0,70,51,110,25.1,1,,,,,,,,,,,1,,,1,,,
USW00012918,12/12/1999,13.65,0.17,72,52,320,28,1,,,,,,,,,,,1,,,1,,,
USW00012918,12/13/1999,9.84,0.01,59,40,320,25.9,,,,,,,,,,,,,,,1,,,
USW00012918,12/14/1999,8.5,0,73,36,340,31.1,,,,,,,,,,,,,,,,,,
USW00012918,12/15/1999,10.29,0,59,37,340,34,,,,,,,,,,,,,,,,,,
USW00012918,12/16/1999,4.47,0,61,35,210,16.1,,,,,,,,,,,,,,,,,,
USW00012918,12/17/1999,6.71,0.11,66,42,120,21.9,1,,,,,,,,,,,1,,,1,,,
USW00012918,12/18/1999,8.28,0,60,45,340,23.9,1,1,,,,,,1,,,,1,,,,,,
USW00012918,12/19/1999,6.93,0,67,40,140,19.9,1,,,,,,,,,,,1,,,,,,
USW00012918,12/20/1999,13.87,0.26,58,48,30,29.1,1,,1,,,,,,,,,1,1,,1,,,
USW00012918,12/21/1999,12.53,0,50,42,20,30,,,,,,,,,,,,,1,,1,,,
USW00012918,12/22/1999,6.71,0,58,36,20,17.9,,,,,,,,,,,,,,,,,,
USW00012918,12/23/1999,7.38,0,62,39,10,19.9,,,,,,,,1,,,,,,,,,,
USW00012918,12/24/1999,5.37,0,70,38,290,19.9,,,,,,,,,,,,,,,,,,
USW00012918,12/25/1999,6.26,0,58,42,60,17,,,,,,,,,,,,,,,,,,
USW00012918,12/26/1999,4.47,0,68,37,340,16.1,,,,,,,,,,,,,,,,,,
USW00012918,12/27/1999,8.72,0,73,51,260,28,,,,,,,,,,,,,,,,,,
USW00012918,12/28/1999,10.07,0,62,42,360,28,,,,,,,,,,,,,,,,,,
USW00012918,12/29/1999,5.14,0,76,39,170,16.1,,,,,,,,,,,,,,,,,,
USW00012918,12/30/1999,8.28,0,76,45,200,25.9,1,1,,,,,,,,,,1,,,,,,1
USW00012918,12/31/1999,5.59,0,72,48,310,16.1,1,,,,,,,,,,,1,,,,,,1
USW00012918,1/1/2000,7.38,0,76,44,150,23,1,,,,,,,1,,,,1,,,,,,
USW00012918,1/2/2000,13.42,0,80,68,200,36,,,,,,,,,,,,,,,,,,
USW00012918,1/3/2000,13.2,0.05,76,60,320,34,,,,,,,,,,,,,,,1,,,
USW00012918,1/4/2000,14.99,0,60,39,330,40,,,,,,,,,,,,,,,,,,
USW00012918,1/5/2000,6.71,0,59,32,170,19.9,,,,,,,,,,,,,,,,,,
USW00012918,1/6/2000,12.08,0,61,53,110,25.1,,,,,,,,,,,,,,,,,,
USW00012918,1/7/2000,13.2,0.02,67,55,110,33.1,,,,,,,,,,,,,,,1,,,
USW00012918,1/8/2000,8.72,0.74,72,55,260,28,1,,,,,,,1,,,,1,,,1,,,
USW00012918,1/9/2000,6.49,0,70,52,200,16.1,1,1,,,,,,,,,,1,,,,,,
USW00012918,1/10/2000,7.83,0,77,46,,0,1,1,,,,,,,,,,1,,,,,,
USW00012918,1/11/2000,8.5,0,80,55,220,21,1,1,,,,,,,,,,1,,,,,,
USW00012918,1/12/2000,10.51,0,80,67,210,23.9,1,,,,,,,,,,,1,,,,,,
USW00012918,1/13/2000,9.62,0,81,62,50,34,1,,,,,,,,,,,1,,,,,,
USW00012918,1/14/2000,11.41,0,63,46,70,25.9,,,,,,,,,,,,,,,,,,
USW00012918,1/15/2000,8.28,0,74,47,150,23,,,,,,,,,,,,,,,,,,
USW00012918,1/16/2000,7.16,0,76,57,170,21,1,,,,,,,,,,,,,,,,,1
USW00012918,1/17/2000,7.38,0,79,55,170,21.9,1,1,,,,,,,,,,1,,,,,,1
USW00012918,1/18/2000,8.05,0,81,55,260,29.1,1,1,,,,,,,,,,1,,,,,,1
USW00012918,1/19/2000,10.74,0,81,59,230,23.9,1,1,,,,,,,,,,1,,,,,,
USW00012918,1/20/2000,12.75,0,67,50,20,29.1,,,,,,,,,,,,,,,,,,
USW00012918,1/21/2000,10.74,0,63,48,80,23,,,,,,,,,,,,,,,,,,
USW00012918,1/22/2000,8.95,0,79,59,230,29.1,1,1,,,,,,,,,,1,,,,,,
USW00012918,1/23/2000,8.5,0,76,58,350,32,1,,,,,,,,,,,1,,,,,,1
USW00012918,1/24/2000,8.5,0,59,43,,,,,,,,,,,,,,,,,,,,
USW00012918,1/25/2000,7.83,0,63,48,10,23,,,,,,,,,,,,,,,,,,
USW00012918,1/26/2000,13.2,0,48,40,100,21.9,,,,,,,,,,,,,,,,,,
USW00012918,1/27/2000,17.22,1.34,63,37,10,40.9,1,,1,,,,,,,,,1,,,1,,,
USW00012918,1/28/2000,15.21,0,42,36,20,28,,,,,,,,,,,,,,,,,,
USW00012918,1/29/2000,11.63,0,42,34,350,21,,,,,,,,,,,,,,,,,,
USW00012918,1/30/2000,9.4,0,52,35,50,17.9,,,,,,,,,,,,,,,,,,
USW00012918,1/31/2000,10.29,0,55,44,120,21,,,,,,,,,,,,,,,,,,
USW00012918,2/1/2000,9.84,0.25,55,48,40,21,1,,,,,,,,,,,1,,,1,,,
USW00012918,2/2/2000,8.72,0.01,59,47,50,21,,,,,,,,,,,,,,,1,,,
USW00012918,2/3/2000,6.04,0,69,42,250,19.9,1,,,,,,,1,,,,1,,,,,,
USW00012918,2/4/2000,11.41,0,67,44,30,32,1,,,,,,,,,,,,,,,,,1
USW00012918,2/5/2000,7.61,0,54,39,20,23.9,,,,,,,,,,,,,,,,,,
USW00012918,2/6/2000,7.16,0,63,38,110,21,,,,,,,,,,,,,,,,,,
USW00012918,2/7/2000,6.71,0.39,71,54,190,21,1,1,,,,,,,,,,1,,,1,,,
USW00012918,2/8/2000,5.59,0,72,50,350,17,1,1,,,,,,1,,,,1,,,,,,
USW00012918,2/9/2000,6.93,0,73,45,200,23,1,1,,,,,,,,,,1,,,,,,
USW00012918,2/10/2000,11.41,0,77,54,210,30,1,,,,,,,,,,,,,,,,,1
USW00012918,2/11/2000,8.05,0,79,62,230,23,,,,,,,,,,,,,,,,,,
USW00012918,2/12/2000,6.04,0,76,61,160,17.9,1,,,,,,,,,,,,,,,,,1
USW00012918,2/13/2000,8.05,0.01,79,60,220,23,1,1,,,,,,,,,,1,,,1,,,
USW00012918,2/14/2000,5.14,0,80,56,130,14.1,1,1,,,,,,,,,,1,,,,,,
USW00012918,2/15/2000,7.38,0,80,60,170,23,1,,,,,,,,,,,1,,,,,,
USW00012918,2/16/2000,6.71,0.05,74,67,170,17,1,1,,,,,,,,,,1,1,,1,,,
USW00012918,2/17/2000,10.29,0,78,67,160,25.9,1,1,,,,,,,,,,1,,,1,,,
USW00012918,2/18/2000,10.51,0,80,67,200,25.1,1,,,,,,,,,,,1,,,,,,
USW00012918,2/19/2000,12.3,0,68,51,30,25.1,,,,,,,,,,,,,,,,,,
USW00012918,2/20/2000,7.61,0,66,46,60,19.9,,,,,,,,,,,,,,,,,,
USW00012918,2/21/2000,7.61,0,75,49,150,19.9,,,,,,,,,,,,,,,,,,
USW00012918,2/22/2000,11.41,0,76,58,150,28,,,,,,,,,,,,,,,,,,
USW00012918,2/23/2000,11.41,0.58,76,61,180,31.1,1,,1,,,,,,,,,1,,,1,,,
USW00012918,2/24/2000,11.41,0,78,62,150,30,1,,,,,,,,,,,1,,,,,,
USW00012918,2/25/2000,12.97,0.07,77,67,180,33.1,1,,,,,,,,,,,1,,,1,,,
USW00012918,2/26/2000,9.4,0.08,71,55,340,29.1,,,,,,,,,,,,,,,1,,,
USW00012918,2/27/2000,6.93,0,74,47,30,17.9,,,,,,,,,,,,,,,,,,
USW00012918,2/28/2000,8.05,0,71,47,110,21.9,,,,,,,,,,,,,,,,,,
USW00012918,2/29/2000,9.62,0,77,61,160,21.9,,,,,,,,,,,,,,,,,,
USW00012918,3/1/2000,5.14,0,80,62,160,21,1,,,,,,,,,,,1,,,,,,
USW00012918,3/2/2000,10.96,0,80,66,180,25.9,1,,,,,,,,,,,1,,,,,,
USW00012918,3/3/2000,10.96,0.01,77,53,340,25.1,1,,,,,,,,,,,1,,,1,,,
USW00012918,3/4/2000,7.61,0,68,46,20,21,,,,,,,,,,,,,,,,,,
USW00012918,3/5/2000,7.38,0,69,49,120,21,1,,,,,,,,,,,1,,,,,,
USW00012918,3/6/2000,9.4,0,74,59,110,21,1,,,,,,,,,,,1,,,,,,
USW00012918,3/7/2000,12.75,0,79,68,150,30,,,,,,,,,,,,,,,,,,
USW00012918,3/8/2000,9.17,0,80,68,150,21.9,1,,,,,,,,,,,1,,,,,,
USW00012918,3/9/2000,6.49,0,86,68,160,21,1,,,,,,,,,,,1,,,,,,
USW00012918,3/10/2000,9.4,0.03,83,68,200,28,1,,1,,,,,,,,,1,,,1,,,
USW00012918,3/11/2000,14.99,0.5,71,49,350,34.9,1,,1,,,,,,,,,1,,,1,,,
USW00012918,3/12/2000,6.93,0,65,44,10,17,,,,,,,,,,,,,,,,,,
USW00012918,3/13/2000,8.05,0,70,49,100,21,,,,,,,,,,,,,,,,,,
USW00012918,3/14/2000,7.83,0.99,67,60,90,23.9,1,,1,,,,,,,,,1,,,1,,,
USW00012918,3/15/2000,7.38,0.03,76,62,100,25.1,,,1,,,,,,,,,,,,1,,,
USW00012918,3/16/2000,5.59,0,78,57,40,17,1,1,,,,,,,,,,1,,,,,,
USW00012918,3/17/2000,10.74,0,75,54,340,23,,,,,,,,,,,,,,,,,,
USW00012918,3/18/2000,7.16,0,77,57,190,23.9,,,,,,,,,,,,,,,,,,
USW00012918,3/19/2000,14.09,0.16,68,47,340,32,1,,1,,,,,1,,,,1,,,1,,,
USW00012918,3/20/2000,9.17,0,72,44,120,25.9,,,,,,,,,,,,,,,,,,
USW00012918,3/21/2000,12.08,0.01,73,63,120,25.1,1,,,,,,,,,,,1,1,,1,,,
USW00012918,3/22/2000,12.97,0,75,67,120,25.9,1,,,,,,,,,,,1,,,,,,
